customer_id,recency_days,frequency,lifetime_value,first_purchase,country,avg_order_value,cluster,segment
12431,36,25,10102.22,2010-01-15 09:04:00,Belgium,404.0888,1,Premium
12432,43,4,4359.32,2011-06-20 13:27:00,Norway,1089.83,0,Regular
12433,1,10,16794.14,2010-08-20 09:23:00,Norway,1679.414,1,Premium
12434,85,3,1103.43,2010-11-23 13:38:00,Australia,367.81,0,Regular
12435,80,6,13925.93,2009-12-02 13:58:00,Denmark,2320.988333333333,1,Premium
12436,100,1,429.0100000000001,2011-09-01 12:09:00,Norway,429.0100000000001,3,Inactive
12437,2,38,11282.4,2009-12-02 16:24:00,France,296.90526315789475,1,Premium
12438,14,2,2466.85,2011-07-22 13:29:00,Norway,1233.425,2,Occasional
12439,683,2,1142.88,2009-12-14 08:40:00,Cyprus,571.44,0,Regular
12440,462,2,739.2,2009-12-22 12:03:00,Austria,369.6,3,Inactive
12441,367,1,155.55,2010-12-08 10:45:00,France,155.55,3,Inactive
12442,3,1,144.06,2011-12-06 14:22:00,Spain,144.06,2,Occasional
12443,732,1,365.31,2009-12-07 15:42:00,Norway,365.31,3,Inactive
12444,21,5,4085.46,2011-06-21 14:00:00,Norway,817.092,1,Premium
12445,22,2,378.98,2010-10-15 12:28:00,Spain,189.49,2,Occasional
12446,58,1,1002.31,2011-10-13 12:50:00,RSA,1002.31,2,Occasional
12447,243,1,431.49,2011-04-10 13:25:00,Belgium,431.49,3,Inactive
12448,44,1,365.45,2011-10-26 13:46:00,Spain,365.45,2,Occasional
12449,22,5,4274.89,2010-09-27 09:37:00,Denmark,854.9780000000001,1,Premium
12450,156,5,688.2,2010-08-22 13:11:00,Spain,137.64,0,Regular
12451,11,8,12629.88,2010-06-28 12:58:00,Switzerland,1578.735,1,Premium
12452,17,1,348.57,2011-11-23 08:05:00,Switzerland,348.57,2,Occasional
12453,134,1,707.09,2011-07-28 14:08:00,Austria,707.09,3,Inactive
12454,56,4,16459.78,2010-10-14 17:33:00,Spain,4114.945,1,Premium
12455,73,9,5722.95,2009-12-18 12:33:00,Cyprus,635.8833333333333,1,Premium
12456,44,3,2581.04,2011-03-30 09:12:00,Switzerland,860.3466666666667,0,Regular
12457,66,7,2555.91,2010-09-30 17:59:00,Switzerland,365.13,0,Regular
12458,71,4,1502.49,2010-08-09 10:33:00,Switzerland,375.6225,0,Regular
12459,605,1,398.36,2010-04-13 14:53:00,Spain,398.36,3,Inactive
12460,456,1,296.65,2010-09-09 13:51:00,Belgium,296.65,3,Inactive
12461,155,1,626.88,2011-07-08 10:23:00,Switzerland,626.88,3,Inactive
12462,19,2,937.59,2011-02-09 14:44:00,Spain,468.795,2,Occasional
12463,53,4,1200.78,2011-04-12 12:47:00,Belgium,300.195,0,Regular
12464,10,8,957.05,2011-02-03 13:30:00,Belgium,119.63125,2,Occasional
12465,17,2,682.1899999999999,2011-06-23 13:37:00,Belgium,341.095,2,Occasional
12467,423,1,132.8,2010-10-12 15:41:00,USA,132.8,3,Inactive
12468,188,5,3238.74,2010-01-26 10:09:00,Germany,647.7479999999999,0,Regular
12469,523,2,3070.54,2010-06-21 10:30:00,Thailand,1535.27,0,Regular
12470,690,1,211.95,2010-01-19 11:01:00,Unspecified,211.95,3,Inactive
12471,2,71,35099.9,2009-12-07 10:41:00,Germany,494.3647887323944,1,Premium
12472,32,19,14971.29,2009-12-14 10:49:00,Germany,787.9626315789474,1,Premium
12473,54,3,2585.73,2011-06-01 10:15:00,Germany,861.91,0,Regular
12474,17,29,11310.75,2010-02-11 09:41:00,Germany,390.0258620689655,1,Premium
12475,54,2,1065.64,2010-10-26 08:49:00,Germany,532.82,2,Occasional
12476,16,18,12319.91,2010-07-26 09:04:00,Germany,684.4394444444445,1,Premium
12477,23,9,20276.37,2010-03-26 14:01:00,Germany,2252.93,1,Premium
12478,4,1,545.99,2011-12-06 09:56:00,Greece,545.99,2,Occasional
12479,11,1,473.2,2011-11-28 13:26:00,Germany,473.2,2,Occasional
12480,28,7,4834.85,2010-07-20 13:21:00,Germany,690.6928571428572,1,Premium
12481,23,14,11033.51,2010-04-11 13:10:00,Germany,788.1078571428571,1,Premium
12482,576,27,21941.72,2010-02-24 10:24:00,Sweden,812.6562962962963,1,Premium
12483,17,19,4069.18,2010-01-31 13:28:00,Sweden,214.16736842105263,1,Premium
12484,35,9,5557.1,2010-01-27 16:41:00,Spain,617.4555555555556,1,Premium
12485,529,1,708.1,2010-06-28 15:22:00,Sweden,708.1,3,Inactive
12486,432,1,917.28,2010-10-04 12:14:00,Sweden,917.28,3,Inactive
12487,731,1,285.29999999999995,2009-12-09 11:36:00,Sweden,285.29999999999995,3,Inactive
12488,10,3,1244.66,2011-09-25 10:34:00,France,414.8866666666667,2,Occasional
12489,336,1,298.93,2011-01-07 13:13:00,France,298.93,3,Inactive
12490,5,20,8764.64,2009-12-01 12:52:00,France,438.232,1,Premium
12491,39,1,424.4,2011-11-01 12:18:00,France,424.4,2,Occasional
12492,63,3,607.21,2010-11-01 14:58:00,Germany,202.4033333333333,2,Occasional
12493,166,2,379.74,2011-05-26 14:53:00,France,189.87,3,Inactive
12494,16,9,1563.27,2010-05-12 13:52:00,France,173.69666666666666,1,Premium
12495,641,1,277.4,2010-03-09 10:53:00,Sweden,277.4,3,Inactive
12496,620,2,45.34,2010-03-29 13:57:00,Spain,22.67,3,Inactive
12497,82,3,5996.5,2010-03-05 09:39:00,Germany,1998.8333333333333,0,Regular
12498,21,3,349.70000000000005,2011-10-13 09:30:00,Germany,116.56666666666668,2,Occasional
12499,560,1,357.72,2010-05-28 15:12:00,Germany,357.72,3,Inactive
12500,23,18,5559.21,2010-02-04 15:05:00,Germany,308.845,1,Premium
12501,337,1,2025.39,2011-01-07 12:28:00,Germany,2025.39,0,Regular
12502,96,5,2995.87,2011-02-03 10:41:00,Spain,599.174,0,Regular
12503,584,1,896.0,2010-05-04 13:59:00,Spain,896.0,3,Inactive
12504,18,4,689.05,2010-04-22 10:24:00,Germany,172.2625,2,Occasional
12505,409,1,787.2,2010-10-27 09:18:00,Italy,787.2,3,Inactive
12506,233,1,73.5,2011-04-21 08:54:00,France,73.5,3,Inactive
12507,134,4,1508.06,2010-05-04 09:23:00,Spain,377.015,0,Regular
12508,26,2,397.88,2011-11-10 16:27:00,France,198.94,2,Occasional
12509,284,1,158.5,2011-02-28 14:45:00,France,158.5,3,Inactive
12510,143,7,3039.03,2009-12-04 13:47:00,Spain,434.1471428571429,0,Regular
12511,429,1,3084.02,2010-10-07 10:39:00,Greece,3084.02,0,Regular
12512,66,2,132.18,2011-10-04 14:53:00,Israel,66.09,3,Inactive
12513,113,1,558.29,2011-08-19 10:51:00,France,558.29,3,Inactive
12514,267,2,1597.76,2010-03-08 12:18:00,Italy,798.88,0,Regular
12515,353,1,278.7,2010-12-21 15:43:00,Italy,278.7,3,Inactive
12516,78,4,2288.62,2010-04-19 14:14:00,Germany,572.155,0,Regular
12517,28,4,2301.6,2011-06-02 15:13:00,Germany,575.4,2,Occasional
12518,1,5,1840.89,2011-08-21 13:18:00,Germany,368.178,2,Occasional
12519,64,2,626.54,2010-08-20 08:21:00,Germany,313.27,2,Occasional
12520,79,5,2346.26,2011-03-11 11:35:00,Germany,469.252,0,Regular
12521,143,1,545.68,2011-07-20 10:51:00,Germany,545.68,3,Inactive
12522,39,2,156.72,2011-10-19 14:41:00,Germany,78.36,2,Occasional
12523,19,23,4010.35,2009-12-07 13:46:00,France,174.36304347826086,1,Premium
12524,9,17,9794.11,2010-02-08 14:41:00,Germany,576.1241176470588,1,Premium
12525,498,3,883.73,2010-03-02 14:01:00,France,294.57666666666665,0,Regular
12526,1,3,1172.66,2011-09-06 14:19:00,Germany,390.8866666666667,2,Occasional
12527,82,5,717.51,2010-06-28 15:37:00,Germany,143.502,0,Regular
12528,9,6,1645.48,2011-01-31 09:05:00,Germany,274.24666666666667,2,Occasional
12529,528,1,316.48,2010-06-29 13:10:00,France,316.48,3,Inactive
12530,60,9,3381.26,2010-03-07 14:37:00,Germany,375.6955555555556,1,Premium
12531,15,2,1771.2,2010-01-22 14:17:00,Germany,885.6,2,Occasional
12532,30,1,313.83000000000004,2011-11-09 13:47:00,France,313.83000000000004,2,Occasional
12533,628,2,1223.89,2009-12-01 11:50:00,Germany,611.945,0,Regular
12534,131,1,981.18,2011-08-01 10:26:00,Germany,981.18,3,Inactive
12535,92,2,716.35,2011-06-06 12:47:00,France,358.175,2,Occasional
12536,59,1,4279.71,2011-10-11 14:52:00,France,4279.71,0,Regular
12537,409,1,612.94,2010-10-27 08:36:00,Sweden,612.94,3,Inactive
12538,29,2,640.45,2010-11-26 13:02:00,Spain,320.225,2,Occasional
12539,22,7,11186.75,2009-12-23 13:00:00,Spain,1598.107142857143,1,Premium
12540,20,32,19250.49,2009-12-07 16:56:00,Spain,601.5778125,1,Premium
12541,30,3,841.18,2011-03-04 09:32:00,Spain,280.3933333333333,2,Occasional
12542,484,2,481.88,2010-03-09 16:26:00,Spain,240.94,3,Inactive
12543,448,1,840.25,2010-09-17 15:51:00,Spain,840.25,3,Inactive
12544,36,1,316.7,2011-11-03 16:15:00,Spain,316.7,2,Occasional
12545,75,2,832.39,2011-03-25 12:04:00,Spain,416.195,2,Occasional
12546,47,2,1021.5,2011-09-23 09:44:00,Spain,510.75,2,Occasional
12547,198,3,299.58,2010-07-27 13:55:00,Spain,99.86,3,Inactive
12548,166,1,67.19999999999999,2011-06-26 15:35:00,Spain,67.19999999999999,3,Inactive
12549,576,5,1570.68,2010-01-11 12:29:00,USA,314.136,0,Regular
12550,79,1,824.83,2011-09-21 14:35:00,Spain,824.83,2,Occasional
12551,358,1,168.0,2010-12-17 11:23:00,Spain,168.0,3,Inactive
12552,40,1,317.82,2011-10-31 12:11:00,Italy,317.82,2,Occasional
12553,8,12,4104.75,2010-10-12 13:35:00,France,342.0625,1,Premium
12554,449,1,384.5,2010-09-17 12:29:00,Spain,384.5,3,Inactive
12556,50,2,599.56,2011-07-11 13:35:00,Spain,299.78,2,Occasional
12557,16,8,18096.14,2009-12-17 10:39:00,Spain,2262.0175,1,Premium
12558,8,1,269.96,2011-12-02 10:41:00,USA,269.96,2,Occasional
12559,311,2,525.71,2011-01-24 10:12:00,Germany,262.855,3,Inactive
12560,5,2,1918.01,2011-07-19 15:55:00,Germany,959.005,2,Occasional
12561,303,1,238.85,2011-02-10 11:39:00,Germany,238.85,3,Inactive
12562,8,9,4426.92,2010-09-30 13:13:00,France,491.88,1,Premium
12563,409,1,221.24,2010-10-27 09:52:00,Italy,221.24,3,Inactive
12564,261,1,402.9,2011-03-23 14:55:00,France,402.9,3,Inactive
12565,289,1,145.92,2011-02-24 10:34:00,Saudi Arabia,145.92,3,Inactive
12566,86,1,297.65,2011-09-14 14:30:00,Germany,297.65,3,Inactive
12567,23,15,10741.48,2010-02-11 10:30:00,France,716.0986666666666,1,Premium
12568,645,1,52.0,2010-03-05 09:15:00,Germany,52.0,3,Inactive
12569,2,32,3152.69,2011-04-01 13:47:00,Germany,98.5215625,1,Premium
12571,40,2,519.61,2011-08-10 12:35:00,France,259.805,2,Occasional
12572,9,2,912.42,2011-10-19 08:20:00,Germany,456.21,2,Occasional
12573,227,5,717.41,2010-08-31 17:25:00,France,143.482,0,Regular
12574,316,1,182.45,2011-01-28 09:20:00,France,182.45,3,Inactive
12575,457,2,568.8199999999999,2010-07-01 09:15:00,France,284.41,3,Inactive
12576,36,8,2062.72,2010-07-01 13:46:00,Poland,257.84,1,Premium
12577,35,8,1613.15,2009-12-03 19:31:00,France,201.64375,0,Regular
12578,21,4,4026.45,2010-09-22 11:19:00,Italy,1006.6125,2,Occasional
12579,78,1,386.42,2011-09-22 17:15:00,France,386.42,3,Inactive
12580,247,2,962.9,2010-05-12 11:45:00,Germany,481.45,0,Regular
12581,40,1,179.71,2011-10-31 08:56:00,Germany,179.71,2,Occasional
12582,239,4,1820.4,2010-05-11 09:55:00,Finland,455.1,0,Regular
12583,3,27,12493.58,2009-12-06 11:57:00,France,462.7251851851852,1,Premium
12584,4,9,2254.15,2011-03-04 15:15:00,Italy,250.4611111111111,1,Premium
12585,234,2,1824.1,2010-12-23 12:58:00,Germany,912.05,0,Regular
12586,17,4,2062.67,2009-12-16 13:15:00,Italy,515.6675,2,Occasional
12587,8,1,104.0,2011-12-02 12:47:00,Finland,104.0,2,Occasional
12588,39,3,718.78,2010-04-21 12:22:00,Finland,239.59333333333333,2,Occasional
12589,29,6,3294.91,2010-01-19 12:26:00,France,549.1516666666666,1,Premium
12590,211,1,9341.26,2011-05-12 14:46:00,Germany,9341.26,0,Regular
12591,317,3,1114.95,2010-10-27 10:42:00,Italy,371.65,0,Regular
12592,92,4,1723.64,2010-07-08 14:06:00,Germany,430.91,0,Regular
12593,109,3,382.1,2011-05-05 09:29:00,France,127.36666666666666,3,Inactive
12594,38,14,4890.110000000001,2010-03-03 13:51:00,Italy,349.29357142857145,1,Premium
12595,505,1,281.02,2010-07-23 09:10:00,Germany,281.02,3,Inactive
12596,51,2,450.27,2011-04-11 13:22:00,Spain,225.135,2,Occasional
12597,19,4,3195.22,2011-03-16 14:00:00,Spain,798.805,2,Occasional
12598,10,10,4192.09,2010-03-01 09:58:00,France,419.209,1,Premium
12599,29,13,2026.72,2010-05-11 10:42:00,France,155.90153846153845,1,Premium
12600,29,20,4385.85,2009-12-07 13:37:00,Germany,219.2925,1,Premium
12601,190,6,573.26,2010-10-31 10:57:00,Germany,95.54333333333334,0,Regular
12602,59,1,153.12,2011-10-12 11:22:00,France,153.12,3,Inactive
12603,22,1,613.1999999999999,2011-11-18 10:42:00,Germany,613.1999999999999,2,Occasional
12604,79,2,236.18,2011-03-23 12:06:00,France,118.09,3,Inactive
12605,376,3,1124.95,2010-09-07 14:21:00,Germany,374.98333333333335,0,Regular
12607,60,1,1579.51,2011-10-10 16:06:00,USA,1579.51,2,Occasional
12608,405,1,415.79,2010-10-31 10:49:00,United Kingdom,415.79,3,Inactive
12609,78,9,3021.86,2009-12-20 13:30:00,Germany,335.76222222222225,0,Regular
12610,23,4,1747.54,2011-08-05 13:52:00,Italy,436.885,2,Occasional
12611,52,1,1193.32,2011-10-18 13:12:00,Italy,1193.32,2,Occasional
12612,74,1,668.0400000000001,2011-09-26 15:35:00,Germany,668.0400000000001,2,Occasional
12613,57,9,6277.37,2009-12-14 13:10:00,Germany,697.4855555555555,1,Premium
12614,278,1,315.6,2011-03-07 10:22:00,Germany,315.6,3,Inactive
12615,2,8,5362.98,2010-03-18 14:09:00,France,670.3725,1,Premium
12616,95,3,1023.1,2010-11-16 11:38:00,France,341.03333333333336,0,Regular
12617,29,1,352.98,2011-11-10 14:39:00,France,352.98,2,Occasional
12618,22,1,137.31,2011-11-18 11:10:00,Italy,137.31,2,Occasional
12619,16,9,3085.7,2010-05-28 12:52:00,Germany,342.85555555555555,1,Premium
12620,15,3,1303.41,2011-05-19 12:10:00,France,434.47,2,Occasional
12621,2,35,22097.2,2010-02-09 12:01:00,Germany,631.3485714285714,1,Premium
12622,232,1,162.1,2011-04-21 16:39:00,Germany,162.1,3,Inactive
12623,276,7,3315.84,2010-01-12 11:45:00,Germany,473.6914285714286,0,Regular
12624,106,2,569.13,2011-06-15 12:34:00,France,284.565,3,Inactive
12625,212,4,4678.88,2010-04-22 11:33:00,Germany,1169.72,0,Regular
12626,23,9,5954.48,2011-01-17 11:01:00,Germany,661.6088888888888,1,Premium
12627,11,6,4082.53,2011-07-22 13:59:00,Germany,680.4216666666667,1,Premium
12628,4,3,732.46,2011-10-06 09:28:00,Germany,244.1533333333333,2,Occasional
12629,386,2,1198.22,2010-10-12 16:40:00,Sweden,599.11,0,Regular
12630,10,2,1030.88,2011-10-27 10:41:00,Finland,515.44,2,Occasional
12631,57,6,3321.57,2010-01-15 14:50:00,Finland,553.595,0,Regular
12632,521,2,714.88,2010-05-24 09:07:00,Germany,357.44,3,Inactive
12633,59,7,5156.16,2010-07-02 11:44:00,Germany,736.5942857142857,1,Premium
12634,548,1,360.0,2010-06-09 15:41:00,USA,360.0,3,Inactive
12635,90,4,2624.41,2010-09-09 10:50:00,Germany,656.1025,0,Regular
12637,67,12,8085.809999999999,2010-06-14 13:36:00,France,673.8175,1,Premium
12638,33,2,681.49,2010-03-10 10:30:00,Sweden,340.745,2,Occasional
12639,239,3,1072.37,2010-03-22 09:05:00,Sweden,357.45666666666665,0,Regular
12640,24,3,994.58,2011-09-19 12:01:00,France,331.5266666666667,2,Occasional
12641,115,1,145.9,2011-08-16 13:26:00,Sweden,145.9,3,Inactive
12642,25,3,905.26,2011-08-24 09:23:00,Germany,301.75333333333333,2,Occasional
12643,128,11,7803.82,2010-04-07 14:16:00,France,709.4381818181818,1,Premium
12644,130,4,1900.49,2010-01-14 13:02:00,Germany,475.1225,0,Regular
12645,34,8,3215.3,2010-02-09 10:49:00,Germany,401.9125,1,Premium
12646,5,2,1346.97,2011-10-21 12:52:00,USA,673.485,2,Occasional
12647,22,35,14109.55,2010-01-13 15:06:00,Germany,403.13,1,Premium
12648,155,4,1039.0,2010-01-07 18:38:00,Germany,259.75,0,Regular
12649,107,8,2096.65,2010-01-12 17:24:00,Germany,262.08125,0,Regular
12650,3,1,242.44000000000003,2011-12-06 16:34:00,France,242.44000000000003,2,Occasional
12651,335,4,377.75,2010-08-31 15:21:00,France,94.4375,3,Inactive
12652,331,2,891.03,2010-10-01 15:16:00,Germany,445.515,0,Regular
12653,149,3,4160.83,2010-07-01 09:56:00,Israel,1386.9433333333334,0,Regular
12654,11,5,529.98,2011-02-17 13:16:00,Germany,105.996,2,Occasional
12655,424,1,243.35,2010-10-12 09:17:00,France,243.35,3,Inactive
12656,17,8,5723.83,2010-05-26 09:00:00,France,715.47875,1,Premium
12657,11,4,1427.18,2011-09-22 11:40:00,France,356.795,2,Occasional
12658,19,1,632.05,2011-11-21 10:22:00,Germany,632.05,2,Occasional
12659,30,1,73.68,2011-11-10 11:53:00,France,73.68,3,Inactive
12660,11,1,227.1,2011-11-28 13:26:00,France,227.1,2,Occasional
12661,436,1,162.0,2010-09-29 16:46:00,Sweden,162.0,3,Inactive
12662,1,20,6130.54,2010-04-01 09:50:00,Germany,306.527,1,Premium
12663,625,2,185.4,2010-02-09 14:28:00,Germany,92.7,3,Inactive
12664,8,11,5420.04,2009-12-13 10:28:00,Finland,492.7309090909091,1,Premium
12665,325,3,259.6,2010-02-08 15:11:00,Germany,86.53333333333335,3,Inactive
12666,394,1,1248.42,2010-11-10 16:40:00,Israel,1248.42,3,Inactive
12667,58,1,460.13,2011-10-12 17:00:00,Finland,460.13,2,Occasional
12668,12,9,9906.03,2010-01-31 15:45:00,Germany,1100.67,1,Premium
12669,151,2,1427.73,2011-03-28 10:15:00,France,713.865,0,Regular
12670,10,7,3436.29,2010-02-11 10:13:00,France,490.8985714285714,1,Premium
12671,606,1,2622.48,2010-04-12 16:30:00,Germany,2622.48,0,Regular
12672,330,2,407.05,2010-04-23 09:57:00,France,203.525,3,Inactive
12673,5,3,1140.02,2010-11-03 10:46:00,Germany,380.00666666666666,2,Occasional
12674,39,4,1844.6,2011-05-16 09:10:00,France,461.15,2,Occasional
12675,554,2,873.25,2010-05-10 16:44:00,Italy,436.625,3,Inactive
12676,25,10,2333.09,2010-08-13 13:29:00,Sweden,233.30900000000003,1,Premium
12677,555,2,359.1,2010-02-11 13:55:00,France,179.55,3,Inactive
12678,42,15,32595.18,2010-01-07 16:46:00,France,2173.012,1,Premium
12679,59,4,951.02,2011-03-01 12:26:00,France,237.755,0,Regular
12680,1,4,790.81,2011-08-18 15:44:00,France,197.7025,2,Occasional
12681,15,44,26936.76,2009-12-13 13:31:00,France,612.1990909090908,1,Premium
12682,4,51,20736.22,2009-12-01 09:28:00,France,406.5925490196079,1,Premium
12683,4,20,10445.7,2009-12-13 15:01:00,France,522.2850000000001,1,Premium
12684,8,6,2073.63,2011-05-10 12:55:00,France,345.605,2,Occasional
12685,28,6,2575.08,2011-09-07 10:28:00,France,429.18,1,Premium
12686,372,1,71.14,2010-12-03 09:51:00,France,71.14,3,Inactive
12687,481,1,1858.91,2010-08-16 12:12:00,Sweden,1858.91,0,Regular
12688,114,1,4873.81,2011-08-18 08:49:00,Israel,4873.81,0,Regular
12689,26,2,1139.61,2011-08-04 10:04:00,France,569.805,2,Occasional
12690,206,1,335.01,2011-05-18 09:09:00,France,335.01,3,Inactive
12691,28,6,1044.4,2010-10-15 12:00:00,France,174.0666666666667,2,Occasional
12692,637,1,110.95,2010-03-12 14:02:00,France,110.95,3,Inactive
12693,127,7,1415.02,2010-07-05 13:56:00,Germany,202.1457142857143,0,Regular
12694,70,3,1663.35,2010-10-14 19:39:00,France,554.4499999999999,0,Regular
12695,7,7,1371.12,2010-02-12 13:22:00,France,195.8742857142857,2,Occasional
